Unnamed: 0,Player,Position,Age,90 mins played,Non Penalty xG,Non-penalty goals,Non-Penalty(xG-Goals),Expected Assists,Assists,xAG-Assists,npxGi-npGi,Non Penalty xG + Assisted Goals,xG/90,Expected Assisted Goals/90,Expected Goals+Assisted Goals/90,Non Penalty xG/90,Non Penalty xG+xAG/90
2652,Johan Vásquez,DF,24.0,20.1,0.7,1,-0.3,0.3,0,0.3,0.0,1.0,0.04,0.02,0.05,0.04,0.05
2653,Cyriel Dessers,FW,28.0,17.6,6.4,6,0.4,1.6,1,0.6,1.0,8.0,0.4,0.09,0.5,0.36,0.45
2654,Emanuel Aiwum,DF,22.0,18.4,0.2,0,0.2,0.4,0,0.4,0.6,0.6,0.01,0.02,0.03,0.01,0.03
2655,Michele Castagnetti,MF,33.0,15.7,0.6,0,0.6,1.8,1,0.8,1.4,2.5,0.04,0.12,0.16,0.04,0.16
2656,Frank Tsadjout,FW,23.0,11.7,2.0,3,-1.0,0.5,1,-0.5,-1.5,2.6,0.17,0.05,0.22,0.17,0.22
2657,Vlad Chiricheș,DF,33.0,10.9,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2658,Alex Ferrari,DF,28.0,11.2,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.0,0.01,0.01,0.0,0.01
2659,Marco Benassi,MF,28.0,11.1,1.3,0,1.3,0.4,0,0.4,1.7,1.7,0.12,0.04,0.16,0.12,0.16
2660,Daniel Ciofani,FW,37.0,11.8,2.3,5,-2.7,0.7,0,0.7,-2.0,2.9,0.47,0.06,0.53,0.19,0.25
2661,Pablo Galdames Millán,MF,26.0,8.2,0.3,1,-0.7,1.1,2,-0.9,-1.6,1.4,0.04,0.13,0.17,0.04,0.17
2662,Ionuț Radu,GK,26.0,9.0,0.0,0,0.0,0.4,0,0.4,0.4,0.4,0.0,0.04,0.04,0.0,0.04
2663,Luca Zanimacchia,"MF,FW",24.0,8.3,1.2,0,1.2,0.9,0,0.9,2.1,2.0,0.14,0.1,0.25,0.14,0.25
2664,Paolo Ghiglione,DF,26.0,7.9,0.8,1,-0.2,0.6,1,-0.4,-0.6,1.5,0.1,0.08,0.18,0.1,0.18
2665,Cristian Buonaiuto,"MF,FW",30.0,10.9,2.5,0,2.5,1.8,0,1.8,4.3,4.2,0.3,0.16,0.46,0.23,0.39
2666,Felix Afena-Gyan,"FW,MF",20.0,9.1,1.9,0,1.9,0.1,0,0.1,2.0,2.0,0.21,0.02,0.22,0.21,0.22
2667,Santiago Ascacíbar,MF,26.0,8.1,0.4,0,0.4,0.4,0,0.4,0.8,0.8,0.05,0.05,0.1,0.05,0.1
2668,Gonzalo Escalante,MF,30.0,6.2,0.2,0,0.2,0.2,1,-0.8,-0.6,0.4,0.03,0.04,0.07,0.03,0.07
2669,Giacomo Quagliata,DF,23.0,7.8,0.5,0,0.5,1.0,1,0.0,0.5,1.5,0.06,0.13,0.19,0.06,0.19
2670,Jack Hendry,DF,28.0,2.4,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
2671,Mouhamadou Sarr,GK,26.0,2.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2672,Jaime Báez,DF,28.0,1.1,0.1,0,0.1,0.1,0,0.1,0.2,0.3,0.12,0.12,0.24,0.12,0.24
2673,Samuel Di Carmine,"FW,MF",34.0,0.3,0.1,0,0.1,0.0,0,0.0,0.1,0.1,0.28,0.0,0.28,0.28,0.28
2674,Tommaso Milanese,MF,20.0,0.3,0.0,0,0.0,0.2,0,0.2,0.2,0.2,0.0,0.63,0.63,0.0,0.63
2675,Alberto Basso,MF,18.0,0.2,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2
2676,Christian Acella,MF,20.0,0.2,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2677,Benjamin Leroy,GK,33.0,31.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2678,Mounaim El Idrissy,FW,23.0,27.7,7.2,6,1.2,1.0,0,1.0,2.2,8.2,0.26,0.03,0.3,0.26,0.3
2679,Oumar Gonzalez,DF,24.0,28.6,1.0,0,1.0,0.0,0,0.0,1.0,1.1,0.04,0.0,0.04,0.04,0.04
2680,Vincent Marchetti,MF,25.0,27.2,2.3,0,2.3,1.6,2,-0.4,1.9,4.0,0.09,0.06,0.15,0.09,0.15
2681,Mohamed Youssouf,DF,34.0,27.3,0.3,0,0.3,1.4,0,1.4,1.7,1.6,0.01,0.05,0.06,0.01,0.06
2682,Ismael Diallo,DF,25.0,24.2,0.3,0,0.3,0.6,0,0.6,0.9,0.8,0.01,0.02,0.03,0.01,0.03
2683,Cyrille Bayala,MF,26.0,22.3,2.0,1,1.0,2.0,1,1.0,2.0,4.1,0.09,0.09,0.18,0.09,0.18
2684,Mathieu Coutadeur,MF,36.0,21.6,0.1,0,0.1,1.0,0,1.0,1.1,1.1,0.0,0.05,0.05,0.0,0.05
2685,Clément Vidal,"DF,MF",22.0,21.1,0.8,1,-0.2,0.2,0,0.2,0.0,1.0,0.04,0.01,0.05,0.04,0.05
2686,Cédric Avinel,DF,35.0,19.9,1.0,1,0.0,0.0,0,0.0,0.0,1.0,0.05,0.0,0.05,0.05,0.05
2687,Riad Nouri,"MF,FW",37.0,18.8,1.6,1,0.6,2.2,1,1.2,1.8,3.8,0.13,0.12,0.24,0.08,0.2
2688,Mickaël Barreto,MF,31.0,14.7,0.9,1,-0.1,1.9,1,0.9,0.8,2.8,0.06,0.13,0.19,0.06,0.19
2689,Youcef Belaïli,"MF,FW",30.0,12.8,1.8,1,0.8,3.5,3,0.5,1.3,5.3,0.48,0.27,0.76,0.14,0.42
2690,Mickaël Alphonse,DF,33.0,15.1,0.5,0,0.5,0.7,0,0.7,1.2,1.2,0.03,0.04,0.08,0.03,0.08
2691,Thomas Mangani,MF,35.0,14.8,0.4,0,0.4,1.9,1,0.9,1.3,2.3,0.14,0.13,0.26,0.03,0.16
2692,Romain Hamouma,"FW,MF",35.0,12.0,3.0,2,1.0,2.3,2,0.3,1.3,5.3,0.25,0.19,0.44,0.25,0.44
2693,Kevin Spadanuda,"MF,FW",25.0,11.8,0.7,0,0.7,0.6,1,-0.4,0.3,1.3,0.06,0.05,0.11,0.06,0.11
2694,Youssouf Koné,DF,27.0,10.2,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.0,0.01,0.01,0.0,0.01
2695,Fernand Mayembo,DF,26.0,7.9,1.2,0,1.2,0.1,0,0.1,1.3,1.2,0.15,0.01,0.16,0.15,0.16
2696,Bevic Moussiti-Oko,FW,27.0,7.8,1.8,1,0.8,0.8,0,0.8,1.6,2.7,0.24,0.11,0.35,0.24,0.35
2697,François-Joseph Sollacaro,GK,28.0,6.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2698,Moussa Soumano,FW,17.0,5.5,0.5,1,-0.5,0.3,0,0.3,-0.2,0.8,0.1,0.05,0.15,0.1,0.15
2699,Yoann Touzghar,FW,35.0,5.0,0.2,0,0.2,0.0,0,0.0,0.2,0.3,0.05,0.01,0.06,0.05,0.06
2700,Florian Chabrolle,MF,24.0,3.7,0.1,0,0.1,0.0,0,0.0,0.1,0.1,0.01,0.0,0.01,0.01,0.01
2701,Yanis Cimignani,"MF,DF",20.0,3.1,0.2,0,0.2,0.1,0,0.1,0.3,0.3,0.06,0.03,0.09,0.06,0.09
2702,Kouamé Botué,"FW,MF",19.0,2.5,1.2,0,1.2,0.1,0,0.1,1.3,1.3,0.48,0.05,0.53,0.48,0.53
2703,Qazim Laçi,MF,26.0,2.4,0.2,0,0.2,0.2,0,0.2,0.4,0.4,0.06,0.08,0.15,0.06,0.15
2704,Ben Hamed Touré,FW,18.0,2.3,0.1,0,0.1,0.0,0,0.0,0.1,0.1,0.04,0.0,0.04,0.04,0.04
2705,Ivane Chegra,"MF,FW",18.0,2.1,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.01,0.04,0.06,0.01,0.06
2706,Tony Strata,"MF,DF",17.0,1.5,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
2707,Moussa Djitte,FW,22.0,1.5,0.1,0,0.1,0.0,0,0.0,0.1,0.2,0.09,0.01,0.1,0.09,0.1
2708,Ghjuvanni Quilichini,GK,19.0,0.9,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2709,Paolo Lebas,MF,19.0,0.6,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710,Mehdi Puch Herrantz,MF,18.0,0.5,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.0,0.22,0.22,0.0,0.22
2711,Ruan Levine,"MF,FW",23.0,0.3,0.2,0,0.2,0.1,0,0.1,0.3,0.3,0.56,0.46,1.02,0.56,1.02
2712,Anthony Khelifa,DF,16.0,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2713,James Ward-Prowse,MF,27.0,37.5,2.5,7,-4.5,6.2,4,2.2,-2.3,8.7,0.15,0.17,0.32,0.07,0.23
2714,Gavin Bazunu,GK,20.0,32.0,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0
2715,Kyle Walker-Peters,DF,25.0,29.4,1.0,1,0.0,1.4,0,1.4,1.4,2.5,0.03,0.05,0.08,0.03,0.08
2716,Mohamed Elyounoussi,"MF,FW",27.0,24.1,3.5,1,2.5,2.1,1,1.1,3.6,5.6,0.15,0.09,0.23,0.15,0.23
2717,Roméo Lavia,MF,18.0,24.7,0.4,1,-0.6,0.6,0,0.6,0.0,1.0,0.02,0.03,0.04,0.02,0.04
2718,Armel Bella Kotchap,DF,20.0,20.9,1.0,0,1.0,1.0,2,-1.0,0.0,2.1,0.05,0.05,0.1,0.05,0.1
2719,Che Adams,FW,26.0,22.1,6.6,5,1.6,2.8,3,-0.2,1.4,9.4,0.3,0.13,0.42,0.3,0.42
2720,Romain Perraud,DF,24.0,20.4,1.3,2,-0.7,1.9,2,-0.1,-0.8,3.2,0.06,0.09,0.16,0.06,0.16
2721,Mohammed Salisu,DF,23.0,21.9,1.5,0,1.5,0.6,1,-0.4,1.1,2.1,0.07,0.03,0.1,0.07,0.1
2722,Jan Bednarek,DF,26.0,18.6,0.4,0,0.4,0.1,0,0.1,0.5,0.5,0.02,0.01,0.03,0.02,0.03
2723,Stuart Armstrong,"MF,FW",30.0,15.6,2.4,2,0.4,2.2,1,1.2,1.6,4.7,0.15,0.14,0.3,0.15,0.3
2724,Adam Armstrong,"FW,MF",25.0,14.8,2.1,2,0.1,1.3,1,0.3,0.4,3.3,0.14,0.09,0.23,0.14,0.23
2725,Ainsley Maitland-Niles,"DF,MF",24.0,15.6,0.0,0,0.0,0.7,0,0.7,0.7,0.7,0.0,0.05,0.05,0.0,0.05
2726,Joe Aribo,"MF,FW",26.0,13.6,1.5,2,-0.5,0.8,0,0.8,0.3,2.3,0.11,0.06,0.17,0.11,0.17
2727,Theo Walcott,"FW,MF",33.0,12.5,2.2,2,0.2,2.0,2,0.0,0.2,4.2,0.18,0.16,0.33,0.18,0.33
2728,Carlos Alcaraz,"MF,FW",19.0,11.4,1.9,4,-2.1,0.7,2,-1.3,-3.4,2.6,0.17,0.06,0.23,0.17,0.23
2729,Lyanco,DF,25.0,13.1,0.6,1,-0.4,0.5,1,-0.5,-0.9,1.0,0.04,0.04,0.08,0.04,0.08
2730,Ibrahima Diallo,MF,23.0,9.1,0.2,0,0.2,0.1,0,0.1,0.3,0.3,0.02,0.01,0.04,0.02,0.04
2731,Kamaldeen Sulemana,"FW,MF",20.0,10.7,1.7,2,-0.3,1.3,1,0.3,0.0,3.0,0.16,0.12,0.28,0.16,0.28
2732,Duje Ćaleta-Car,DF,25.0,10.5,0.8,1,-0.2,0.0,0,0.0,-0.2,0.8,0.08,0.0,0.08,0.08,0.08
2733,Moussa Djenepo,"DF,FW",24.0,7.9,0.2,0,0.2,0.5,2,-1.5,-1.3,0.7,0.02,0.06,0.09,0.02,0.09
2734,Alex McCarthy,GK,32.0,6.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2735,Samuel Edozie,"FW,MF",19.0,6.3,0.9,0,0.9,0.4,0,0.4,1.3,1.3,0.14,0.06,0.2,0.14,0.2
2736,Sekou Mara,"FW,MF",20.0,6.2,1.0,1,0.0,0.8,2,-1.2,-1.2,1.8,0.17,0.12,0.29,0.17,0.29
2737,Paul Onuachu,FW,28.0,4.5,1.3,0,1.3,0.1,0,0.1,1.4,1.4,0.28,0.03,0.31,0.28,0.31
2738,James Bree,DF,24.0,4.1,0.0,0,0.0,0.2,0,0.2,0.2,0.3,0.01,0.06,0.06,0.01,0.06
2739,Juan Larios,DF,18.0,1.7,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2740,Oriol Romeu,MF,30.0,0.8,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2741,Yan Valery,DF,23.0,0.5,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2742,Jack Stephens,DF,28.0,0.5,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2743,Valentino Livramento,"DF,FW",19.0,0.3,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2744,Dominic Ballard,"FW,MF",17.0,0.3,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2745,Kami Doyle,MF,16.0,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2746,Mislav Oršić,MF,29.0,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2749,Édgar Badía,GK,30.0,36.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2750,Gerard Gumbau,MF,27.0,30.4,2.3,1,1.3,6.2,6,0.2,1.5,8.5,0.08,0.2,0.28,0.08,0.28
2751,Carlos Clerc,"DF,MF",30.0,29.3,0.6,0,0.6,2.1,1,1.1,1.7,2.7,0.02,0.07,0.09,0.02,0.09
2752,Lucas Boyé,FW,26.0,27.4,7.5,7,0.5,2.9,2,0.9,1.4,10.5,0.3,0.11,0.41,0.27,0.38
2753,Omar Mascarell,"MF,DF",29.0,27.2,0.4,0,0.4,1.1,1,0.1,0.5,1.5,0.02,0.04,0.05,0.02,0.05
2754,Pedro Bigas,DF,31.0,22.4,1.8,0,1.8,0.0,0,0.0,1.8,1.8,0.08,0.0,0.08,0.08,0.08
2755,Tete Morente,"MF,DF",25.0,23.0,4.2,4,0.2,1.1,0,1.1,1.3,5.3,0.18,0.05,0.23,0.18,0.23
2756,Helibelton Palacios,DF,29.0,21.3,0.4,0,0.4,0.7,0,0.7,1.1,1.1,0.02,0.04,0.05,0.02,0.05
2757,Pere Milla,"FW,MF",29.0,20.5,3.0,3,0.0,1.2,1,0.2,0.2,4.2,0.26,0.06,0.32,0.15,0.2
2758,Fidel,"MF,FW",32.0,19.0,1.5,2,-0.5,2.3,2,0.3,-0.2,3.8,0.12,0.12,0.24,0.08,0.2
2759,Enzo Roco,DF,29.0,18.4,0.6,0,0.6,0.0,0,0.0,0.6,0.6,0.03,0.0,0.03,0.03,0.03
2760,John Donald,"MF,DF",21.0,12.1,0.1,0,0.1,0.1,0,0.1,0.2,0.2,0.01,0.01,0.02,0.01,0.02
2761,Raúl Guti,MF,25.0,12.4,1.6,0,1.6,0.1,0,0.1,1.7,1.7,0.13,0.01,0.14,0.13,0.14
2762,Lisandro Magallán,DF,28.0,10.0,0.6,0,0.6,0.1,0,0.1,0.7,0.7,0.06,0.01,0.07,0.06,0.07
2763,Randy Ntekja,"FW,MF",24.0,8.1,1.3,0,1.3,0.9,0,0.9,2.2,2.2,0.16,0.12,0.28,0.16,0.28
2764,Josan,"DF,MF",32.0,12.0,0.4,1,-0.6,1.6,3,-1.4,-2.0,2.0,0.04,0.13,0.17,0.04,0.17
2765,Lautaro Blanco,"DF,MF",23.0,9.7,0.0,0,0.0,1.5,2,-0.5,-0.5,1.6,0.0,0.16,0.16,0.0,0.16
2766,Gonzalo Verdú,DF,33.0,7.8,0.6,1,-0.4,0.0,0,0.0,-0.4,0.6,0.08,0.0,0.08,0.08,0.08
2767,Ezequiel Ponce,"FW,MF",25.0,12.5,3.6,4,-0.4,0.7,0,0.7,0.3,4.3,0.29,0.05,0.34,0.29,0.34
2768,Diego González,DF,27.0,10.6,0.8,0,0.8,0.0,0,0.0,0.8,0.8,0.07,0.0,0.07,0.07,0.07
2769,Álex Collado,MF,23.0,8.1,0.6,1,-0.4,1.6,1,0.6,0.2,2.2,0.08,0.2,0.28,0.08,0.28
2770,Roger Martí,FW,31.0,7.3,0.6,0,0.6,0.7,1,-0.3,0.3,1.2,0.08,0.09,0.17,0.08,0.17
2771,Carmona,"MF,DF",20.0,6.5,0.4,1,-0.6,0.1,0,0.1,-0.5,0.5,0.06,0.02,0.08,0.06,0.08
2772,Pol Lirola,DF,24.0,7.0,0.2,1,-0.8,0.7,0,0.7,-0.1,0.9,0.03,0.1,0.12,0.03,0.12
2773,Nicolás Ezequiel Fernández,"MF,DF",22.0,5.7,0.4,0,0.4,0.8,1,-0.2,0.2,1.2,0.07,0.14,0.22,0.07,0.22
2774,Johan Mojica,"DF,MF",29.0,3.0,0.1,0,0.1,0.3,0,0.3,0.4,0.4,0.04,0.09,0.13,0.04,0.13
2775,Domingos Quina,MF,22.0,3.1,0.2,0,0.2,0.4,0,0.4,0.6,0.6,0.07,0.14,0.21,0.07,0.21
2776,Axel Werner,GK,26.0,2.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2777,Federico Fernández,DF,33.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2778,Pape Cheikh Diop,MF,24.0,0.4,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2779,Alejandro Alfaro,MF,20.0,0.2,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2780,Javier Pastore,MF,33.0,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2781,Erik Palmer-Brown,DF,25.0,35.5,1.1,0,1.1,0.4,0,0.4,1.5,1.5,0.03,0.01,0.04,0.03,0.04
2782,Rominigue Kouamé,MF,25.0,29.6,1.4,1,0.4,2.1,1,1.1,1.5,3.5,0.05,0.07,0.12,0.05,0.12
2783,Yoann Salmier,DF,29.0,29.4,1.2,1,0.2,0.4,0,0.4,0.6,1.6,0.04,0.02,0.05,0.04,0.05
2784,Gauthier Gallon,GK,29.0,29.6,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2785,Mama Samba Baldé,FW,26.0,29.6,9.1,10,-0.9,2.1,3,-0.9,-1.8,11.2,0.36,0.07,0.43,0.31,0.38
2786,Rony Lopes,"MF,FW",26.0,26.1,4.9,7,-2.1,4.9,5,-0.1,-2.2,9.8,0.19,0.19,0.38,0.19,0.38
2787,Xavier Chavalerin,MF,31.0,27.0,1.5,4,-2.5,2.3,2,0.3,-2.2,3.8,0.06,0.08,0.14,0.06,0.14
2788,Thierno Balde,"DF,MF",20.0,23.9,0.3,0,0.3,1.1,1,0.1,0.4,1.4,0.01,0.05,0.06,0.01,0.06
2789,Yasser Larouci,"DF,MF",21.0,20.0,0.5,1,-0.5,1.6,1,0.6,0.1,2.2,0.03,0.08,0.11,0.03,0.11
2790,Wilson Odobert,"MF,FW",17.0,19.6,2.6,4,-1.4,1.8,2,-0.2,-1.6,4.4,0.13,0.09,0.23,0.13,0.23
2791,Andreas Bruus,"DF,FW",23.0,18.1,0.7,0,0.7,1.7,2,-0.3,0.4,2.4,0.04,0.09,0.13,0.04,0.13
2792,Adil Rami,DF,36.0,17.7,0.7,0,0.7,0.6,1,-0.4,0.3,1.3,0.04,0.03,0.07,0.04,0.07
2793,Jackson Porozo,DF,21.0,18.0,2.8,2,0.8,0.2,0,0.2,1.0,3.0,0.16,0.01,0.17,0.16,0.17
2794,Renaud Ripart,"FW,MF",29.0,14.7,3.5,4,-0.5,1.9,1,0.9,0.4,5.4,0.24,0.13,0.37,0.24,0.37
2795,Abdu Conté,DF,24.0,14.6,0.6,1,-0.4,2.0,2,0.0,-0.4,2.6,0.04,0.14,0.18,0.04,0.18
2796,Lucien Agoume,MF,20.0,12.2,0.8,0,0.8,1.1,1,0.1,0.9,1.9,0.07,0.09,0.16,0.07,0.16
2797,Florian Tardieu,MF,30.0,11.2,0.5,0,0.5,1.0,0,1.0,1.5,1.5,0.26,0.09,0.35,0.05,0.14
2798,Ike Ugbo,"FW,MF",23.0,9.9,2.2,2,0.2,0.5,1,-0.5,-0.3,2.7,0.22,0.05,0.27,0.22,0.27
2799,Mateusz Lis,GK,25.0,8.3,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2800,Papa Ndiaga Yade,"DF,MF",22.0,6.3,0.7,0,0.7,1.3,2,-0.7,0.0,1.9,0.11,0.2,0.31,0.11,0.31
2801,Tanguy Zoukrou,DF,19.0,5.7,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.0,0.01,0.01,0.0,0.01
2802,Jeff Reine-Adélaïde,MF,24.0,2.6,0.3,0,0.3,0.4,1,-0.6,-0.3,0.8,0.12,0.17,0.29,0.12,0.29
2803,Kyliane Dong,"MF,FW",17.0,2.4,0.1,0,0.1,0.2,0,0.2,0.3,0.3,0.06,0.08,0.15,0.06,0.15
2804,Tristan Dingomé,MF,31.0,1.1,0.2,0,0.2,0.3,0,0.3,0.5,0.4,0.16,0.23,0.39,0.16,0.39
2805,Alexis Tibidi,"FW,MF",18.0,0.8,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2806,Mathis Hamdi,DF,18.0,0.8,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2807,Rudy Kohon,DF,18.0,0.7,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2808,Ante Palaversa,MF,22.0,0.3,0.5,1,-0.5,0.1,0,0.1,-0.4,0.6,1.47,0.19,1.66,1.47,1.66
2809,Amar Ahmed,FW,18.0,0.2,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2810,Jordan Dongmo,MF,21.0,0.2,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2811,Derek Mazou-Sacko,MF,17.0,0.2,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2812,Marlos Moreno,"MF,DF",25.0,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2813,Tommaso Augello,DF,28.0,34.0,1.0,2,-1.0,3.9,5,-1.1,-2.1,4.8,0.03,0.11,0.14,0.03,0.14
2814,Tomás Rincón,MF,35.0,28.4,0.6,0,0.6,1.2,2,-0.8,-0.2,1.8,0.02,0.04,0.06,0.02,0.06
2815,Mehdi Léris,"MF,DF",25.0,27.3,3.4,1,2.4,1.8,1,0.8,3.2,5.2,0.13,0.07,0.19,0.13,0.19
2816,Manolo Gabbiadini,"FW,MF",31.0,26.2,7.4,7,0.4,4.5,2,2.5,2.9,11.9,0.28,0.17,0.45,0.28,0.45
2817,Filip Đuričić,"MF,FW",31.0,24.1,2.7,3,-0.3,1.9,0,1.9,1.6,4.6,0.11,0.08,0.19,0.11,0.19
2818,Emil Audero,GK,26.0,25.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2819,Bruno Amione,DF,21.0,23.2,0.9,1,-0.1,0.6,1,-0.4,-0.5,1.5,0.04,0.03,0.06,0.04,0.06
2820,Harry Winks,MF,27.0,19.1,0.6,0,0.6,1.3,0,1.3,1.9,1.8,0.03,0.07,0.1,0.03,0.1
2821,Bram Nuytinck,DF,33.0,16.6,0.3,0,0.3,0.3,1,-0.7,-0.4,0.5,0.02,0.02,0.03,0.02,0.03
2822,Alessandro Zanoli,DF,22.0,17.1,2.6,2,0.6,1.2,3,-1.8,-1.2,3.8,0.15,0.07,0.22,0.15,0.22
2823,Omar Colley,DF,30.0,15.4,1.2,1,0.2,0.0,0,0.0,0.2,1.2,0.08,0.0,0.08,0.08,0.08
2824,Bartosz Bereszyński,DF,30.0,13.3,0.1,0,0.1,0.1,0,0.1,0.2,0.2,0.01,0.01,0.02,0.01,0.02
2825,Sam Lammers,FW,26.0,12.2,2.5,1,1.5,1.2,1,0.2,1.7,3.7,0.2,0.1,0.3,0.2,0.3
2826,Francesco Caputo,FW,35.0,12.2,1.9,1,0.9,0.5,0,0.5,1.4,2.4,0.15,0.04,0.19,0.15,0.19
2827,Abdelhamid Sabiri,"MF,FW",26.0,11.9,1.4,1,0.4,1.4,0,1.4,1.8,2.8,0.26,0.12,0.38,0.11,0.23
2828,Jeison Murillo,DF,31.0,11.7,0.2,0,0.2,0.0,0,0.0,0.2,0.2,0.02,0.0,0.02,0.02,0.02
2829,Alex Ferrari,DF,28.0,9.6,0.2,0,0.2,0.4,0,0.4,0.6,0.5,0.02,0.04,0.06,0.02,0.06
2830,Nicola Ravaglia,GK,34.0,9.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2831,Mickaël Cuisance,MF,23.0,6.9,0.5,0,0.5,0.7,0,0.7,1.2,1.2,0.07,0.1,0.17,0.07,0.17
2832,Koray Günter,DF,28.0,8.6,0.1,0,0.1,0.2,0,0.2,0.3,0.3,0.01,0.02,0.03,0.01,0.03
2833,Gonzalo Villar,MF,25.0,7.7,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2834,Fabio Quagliarella,FW,40.0,8.9,2.8,1,1.8,0.7,1,-0.3,1.5,3.5,0.31,0.08,0.4,0.31,0.4
2835,Valerio Verre,MF,29.0,7.5,0.6,0,0.6,1.1,0,1.1,1.7,1.7,0.08,0.14,0.22,0.08,0.22
2836,Nicola Murru,DF,28.0,8.7,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.0,0.01,0.01,0.0,0.01
2837,Martin Turk,GK,19.0,4.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2838,Daniele Montevago,FW,20.0,2.6,0.5,0,0.5,0.2,0,0.2,0.7,0.7,0.19,0.09,0.28,0.19,0.28
2839,Marios Oikonomou,DF,30.0,2.4,0.3,0,0.3,0.0,0,0.0,0.3,0.3,0.13,0.0,0.13,0.13,0.13
2840,Gerard Yepes,MF,20.0,2.2,0.1,0,0.1,0.0,0,0.0,0.1,0.1,0.03,0.01,0.04,0.03,0.04
2841,Flavio Paoletti,MF,20.0,3.2,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
2842,Jesé,FW,30.0,2.3,0.3,1,-0.7,0.5,1,-0.5,-1.2,0.8,0.13,0.2,0.34,0.13,0.34
