Unnamed: 0,Player,Position,Age,90 mins played,Non Penalty xG,Non-penalty goals,Non-Penalty(xG-Goals),Expected Assists,Assists,xAG-Assists,npxGi-npGi,Non Penalty xG + Assisted Goals,xG/90,Expected Assisted Goals/90,Expected Goals+Assisted Goals/90,Non Penalty xG/90,Non Penalty xG+xAG/90
2462,Kenan Karaman,FW,28.0,10.8,2.5,1,1.5,1.4,2,-0.6,0.9,3.8,0.23,0.13,0.35,0.23,0.35
2463,Thomas Ouwejan,DF,25.0,10.0,0.1,0,0.1,1.2,1,0.2,0.3,1.4,0.01,0.12,0.14,0.01,0.14
2464,Michael Frey,FW,28.0,9.6,1.7,0,1.7,1.8,3,-1.2,0.5,3.5,0.18,0.19,0.37,0.18,0.37
2465,Jere Uronen,DF,28.0,7.5,0.1,0,0.1,0.9,0,0.9,1.0,1.0,0.01,0.12,0.13,0.01,0.13
2466,Danny Latza,MF,32.0,9.5,0.9,0,0.9,0.2,1,-0.8,0.1,1.1,0.1,0.02,0.12,0.09,0.12
2467,Tobias Mohr,"DF,MF",26.0,9.3,0.6,0,0.6,1.6,3,-1.4,-0.8,2.2,0.07,0.17,0.24,0.07,0.24
2468,Sepp van den Berg,DF,20.0,7.7,0.6,1,-0.4,0.1,0,0.1,-0.3,0.7,0.08,0.02,0.1,0.08,0.1
2469,Marcin Kamiński,DF,30.0,7.0,0.4,2,-1.6,0.1,0,0.1,-1.5,0.5,0.06,0.02,0.07,0.06,0.07
2470,Tim Skarke,"FW,MF",25.0,4.9,0.5,1,-0.5,0.9,1,-0.1,-0.6,1.4,0.11,0.17,0.28,0.11,0.28
2471,Sebastian Polter,FW,31.0,7.0,2.0,2,0.0,1.0,3,-2.0,-2.0,3.0,0.28,0.15,0.43,0.28,0.43
2472,Florian Flick,MF,22.0,5.7,0.1,0,0.1,0.0,0,0.0,0.1,0.1,0.01,0.01,0.02,0.01,0.02
2473,Jordan Larsson,"FW,MF",25.0,5.1,1.2,0,1.2,0.4,0,0.4,1.6,1.7,0.24,0.09,0.32,0.24,0.32
2474,Soichiro Kozuki,"FW,MF",21.0,4.2,1.1,1,0.1,0.3,0,0.3,0.4,1.4,0.26,0.08,0.33,0.26,0.33
2475,Florent Mollet,MF,30.0,4.6,0.4,1,-0.6,0.4,0,0.4,-0.2,0.7,0.08,0.08,0.16,0.08,0.16
2476,Mehmet Aydin,"DF,FW",20.0,6.3,0.2,0,0.2,0.8,0,0.8,1.0,1.0,0.03,0.12,0.15,0.03,0.15
2477,Leo Greiml,DF,21.0,4.0,0.1,0,0.1,0.1,0,0.1,0.2,0.2,0.03,0.02,0.05,0.03,0.05
2478,Malick Thiaw,DF,20.0,3.0,0.2,0,0.2,0.0,0,0.0,0.2,0.2,0.08,0.0,0.08,0.08,0.08
2479,Éder Álvarez Balanta,"MF,FW",29.0,2.6,0.1,0,0.1,0.3,0,0.3,0.4,0.4,0.05,0.1,0.15,0.05,0.15
2480,Kerim Calhanoglu,DF,19.0,0.7,0.0,0,0.0,0.2,0,0.2,0.2,0.2,0.04,0.23,0.27,0.04,0.27
2481,Andreas Ivan,MF,27.0,0.5,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08
2482,Timothée Kolodziejczak,DF,30.0,0.3,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2483,Sidi Sané,FW,19.0,0.3,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2484,Keke Maximilian Topp,FW,18.0,0.2,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16
2485,Timothy Castagne,DF,26.0,36.2,2.2,2,0.2,2.6,3,-0.4,-0.2,4.8,0.06,0.07,0.13,0.06,0.13
2486,Harvey Barnes,"FW,MF",24.0,30.1,8.9,13,-4.1,3.1,1,2.1,-2.0,12.0,0.3,0.1,0.4,0.3,0.4
2487,Wout Faes,DF,24.0,31.0,1.2,1,0.2,0.6,2,-1.4,-1.2,1.9,0.04,0.02,0.06,0.04,0.06
2488,James Maddison,"MF,FW",25.0,27.6,6.6,9,-2.4,9.3,9,0.3,-2.1,16.0,0.31,0.34,0.65,0.24,0.58
2489,Kiernan Dewsbury-Hall,MF,23.0,25.6,2.4,2,0.4,3.3,2,1.3,1.7,5.6,0.09,0.13,0.22,0.09,0.22
2490,Youri Tielemans,MF,25.0,26.0,0.9,2,-1.1,4.7,2,2.7,1.6,5.6,0.1,0.18,0.28,0.04,0.21
2491,Danny Ward,GK,29.0,26.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2492,Boubakary Soumaré,MF,23.0,18.1,0.0,0,0.0,0.4,0,0.4,0.4,0.4,0.0,0.02,0.02,0.0,0.02
2493,Jamie Vardy,FW,35.0,20.6,5.9,3,2.9,1.4,4,-2.6,0.3,7.3,0.33,0.07,0.39,0.29,0.35
2494,Wilfred Ndidi,MF,25.0,18.7,0.2,0,0.2,0.1,0,0.1,0.3,0.3,0.01,0.0,0.01,0.01,0.01
2495,Daniel Amartey,DF,27.0,17.9,1.1,0,1.1,0.5,0,0.5,1.6,1.6,0.06,0.03,0.09,0.06,0.09
2496,James Justin,DF,24.0,13.9,0.3,0,0.3,0.3,0,0.3,0.6,0.6,0.02,0.02,0.05,0.02,0.05
2497,Patson Daka,FW,23.0,13.2,3.5,4,-0.5,2.8,4,-1.2,-1.7,6.3,0.27,0.21,0.48,0.27,0.48
2498,Daniel Iversen,GK,25.0,12.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2499,Jonny Evans,DF,34.0,11.7,0.2,0,0.2,0.0,0,0.0,0.2,0.2,0.01,0.0,0.01,0.01,0.01
2500,Kelechi Iheanacho,"FW,MF",25.0,12.5,6.3,4,2.3,4.0,5,-1.0,1.3,10.4,0.57,0.32,0.89,0.51,0.83
2501,Luke Thomas,DF,21.0,11.9,0.1,0,0.1,0.7,0,0.7,0.8,0.8,0.01,0.06,0.07,0.01,0.07
2502,Harry Souttar,DF,23.0,11.0,1.4,0,1.4,0.2,1,-0.8,0.6,1.6,0.13,0.02,0.15,0.13,0.15
2503,Victor Bernth Kristiansen,DF,19.0,9.9,0.1,0,0.1,0.8,1,-0.2,-0.1,0.9,0.01,0.08,0.1,0.01,0.1
2504,Tetê,FW,22.0,8.2,1.8,1,0.8,0.4,0,0.4,1.2,2.2,0.22,0.05,0.27,0.22,0.27
2505,Nampalys Mendy,MF,30.0,8.4,0.1,1,-0.9,0.0,0,0.0,-0.9,0.2,0.02,0.0,0.02,0.02,0.02
2506,Dennis Praet,"MF,FW",28.0,7.2,1.0,1,0.0,0.5,0,0.5,0.5,1.5,0.14,0.06,0.21,0.14,0.21
2507,Çağlar Söyüncü,DF,26.0,5.9,0.4,1,-0.6,0.1,0,0.1,-0.5,0.5,0.07,0.01,0.08,0.07,0.08
2508,Ricardo Pereira,"DF,MF",28.0,5.0,0.1,1,-0.9,0.6,1,-0.4,-1.3,0.7,0.02,0.12,0.14,0.02,0.14
2509,Ayoze Pérez,"MF,FW",29.0,4.2,1.1,0,1.1,1.5,1,0.5,1.6,2.6,0.27,0.35,0.62,0.27,0.62
2510,Wesley Fofana,DF,21.0,2.0,0.1,0,0.1,0.0,0,0.0,0.1,0.1,0.06,0.0,0.06,0.06,0.06
2511,Marc Albrighton,"FW,MF",32.0,2.6,0.3,1,-0.7,0.9,0,0.9,0.2,1.3,0.13,0.34,0.48,0.13,0.48
2512,Lewis Brunt,DF,21.0,0.3,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2513,Oliver Christensen,GK,23.0,33.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2514,Lucas Tousart,MF,25.0,32.7,3.6,5,-1.4,2.0,2,0.0,-1.4,5.5,0.11,0.06,0.17,0.11,0.17
2515,Marc-Oliver Kempf,DF,27.0,30.1,1.5,1,0.5,1.1,0,1.1,1.6,2.7,0.05,0.04,0.09,0.05,0.09
2516,Marvin Plattenhardt,DF,30.0,26.7,0.3,0,0.3,3.0,2,1.0,1.3,3.3,0.01,0.11,0.12,0.01,0.12
2517,Dodi Lukebakio,"FW,MF",24.0,26.6,4.7,6,-1.3,4.4,3,1.4,0.1,9.1,0.32,0.16,0.49,0.18,0.34
2518,Jonjoe Kenny,DF,25.0,24.9,0.3,0,0.3,2.1,1,1.1,1.4,2.4,0.01,0.09,0.1,0.01,0.1
2519,Suat Serdar,MF,25.0,22.5,1.9,4,-2.1,1.6,2,-0.4,-2.5,3.5,0.09,0.07,0.16,0.09,0.16
2520,Marco Richter,"MF,FW",24.0,20.4,3.7,6,-2.3,2.9,5,-2.1,-4.4,6.6,0.18,0.14,0.32,0.18,0.32
2521,Filip Uremović,DF,25.0,19.2,0.9,0,0.9,0.4,0,0.4,1.3,1.2,0.05,0.02,0.06,0.05,0.06
2522,Wilfried Kanga,FW,24.0,15.7,3.3,2,1.3,1.5,0,1.5,2.8,4.8,0.21,0.09,0.31,0.21,0.31
2523,Agustín Rogel,DF,24.0,15.8,0.8,0,0.8,0.0,1,-1.0,-0.2,0.8,0.05,0.0,0.05,0.05,0.05
2524,Ivan Šunjić,MF,25.0,11.0,0.6,0,0.6,0.2,0,0.2,0.8,0.8,0.06,0.01,0.07,0.06,0.07
2525,Márton Dárdai,"DF,MF",20.0,10.5,0.1,1,-0.9,0.2,0,0.2,-0.7,0.3,0.01,0.02,0.03,0.01,0.03
2526,Florian Niederlechner,FW,31.0,8.7,2.3,1,1.3,0.2,0,0.2,1.5,2.5,0.26,0.02,0.29,0.26,0.29
2527,Jean-Paul Boëtius,MF,28.0,11.7,0.5,0,0.5,0.7,0,0.7,1.2,1.2,0.05,0.06,0.1,0.05,0.1
2528,Tolga Ciğerci,MF,30.0,7.5,0.2,0,0.2,0.3,1,-0.7,-0.5,0.5,0.03,0.04,0.07,0.03,0.07
2529,Chidera Ejuke,"FW,MF",24.0,9.9,1.5,0,1.5,1.3,3,-1.7,-0.2,2.7,0.15,0.13,0.28,0.15,0.28
2530,Stevan Jovetić,"FW,MF",32.0,9.9,2.7,4,-1.3,1.1,2,-0.9,-2.2,3.8,0.28,0.11,0.38,0.28,0.38
2531,Jessic Ngankam,"FW,MF",22.0,9.2,3.3,3,0.3,0.3,0,0.3,0.6,3.7,0.45,0.04,0.49,0.36,0.4
2532,Maximilian Mittelstädt,"DF,MF",25.0,9.4,0.3,0,0.3,0.8,0,0.8,1.1,1.1,0.03,0.09,0.12,0.03,0.12
2533,Kevin-Prince Boateng,MF,35.0,5.2,0.3,0,0.3,0.2,0,0.2,0.5,0.5,0.07,0.03,0.1,0.07,0.1
2534,Davie Selke,FW,27.0,3.1,0.4,0,0.4,0.9,1,-0.1,0.3,1.3,0.39,0.28,0.66,0.14,0.41
2535,Derry Scherhant,"FW,MF",19.0,3.2,0.2,1,-0.8,0.1,0,0.1,-0.7,0.3,0.06,0.03,0.1,0.06,0.1
2536,Peter Pekarík,DF,35.0,2.3,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
2537,Myziane Maolida,"FW,MF",23.0,1.1,0.0,0,0.0,0.2,0,0.2,0.2,0.2,0.0,0.22,0.22,0.0,0.22
2538,Tjark Ernst,GK,19.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2539,Pascal Klemens,DF,17.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2540,Ibrahim Maza,"MF,FW",16.0,0.8,0.8,1,-0.2,0.0,0,0.0,-0.2,0.8,1.03,0.0,1.03,1.03,1.03
2541,Vladimír Darida,MF,31.0,0.3,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2542,Tony Rölke,FW,19.0,0.2,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2543,Veit Stange,MF,18.0,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2545,Lorenzo Montipò,GK,27.0,37.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2546,Adrien Tameze,MF,29.0,33.7,0.9,0,0.9,0.9,0,0.9,1.8,1.8,0.03,0.03,0.05,0.03,0.05
2547,Isak Hien,DF,24.0,29.0,0.3,0,0.3,0.1,0,0.1,0.4,0.4,0.01,0.0,0.01,0.01,0.01
2548,Darko Lazović,"DF,MF",32.0,24.9,3.6,4,-0.4,6.4,5,1.4,1.0,10.0,0.14,0.26,0.4,0.14,0.4
2549,Fabio Depaoli,DF,26.0,24.1,1.7,2,-0.3,1.2,2,-0.8,-1.1,2.9,0.07,0.05,0.12,0.07,0.12
2550,Paweł Dawidowicz,DF,28.0,18.1,1.1,1,0.1,0.8,1,-0.2,-0.1,1.9,0.06,0.04,0.11,0.06,0.11
2551,Giangiacomo Magnani,DF,27.0,17.0,0.5,0,0.5,0.2,1,-0.8,-0.3,0.7,0.03,0.01,0.04,0.03,0.04
2552,Davide Faraoni,DF,31.0,16.5,2.7,2,0.7,1.0,3,-2.0,-1.3,3.7,0.17,0.06,0.23,0.17,0.23
2553,Federico Ceccherini,DF,31.0,15.8,0.8,2,-1.2,0.2,0,0.2,-1.0,1.0,0.05,0.01,0.06,0.05,0.06
2554,Kevin Lasagna,"FW,MF",30.0,17.5,6.0,1,5.0,1.7,2,-0.3,4.7,7.7,0.35,0.09,0.44,0.35,0.44
2555,Josh Doig,DF,21.0,15.0,1.8,2,-0.2,1.2,3,-1.8,-2.0,3.0,0.12,0.08,0.2,0.12,0.2
2556,Milan Đurić,FW,33.0,15.2,1.4,1,0.4,1.3,1,0.3,0.7,2.7,0.09,0.08,0.18,0.09,0.18
2557,Miguel Veloso,MF,37.0,12.9,0.5,0,0.5,2.1,0,2.1,2.6,2.6,0.04,0.16,0.2,0.04,0.2
2558,Thomas Henry,FW,28.0,11.4,1.7,2,-0.3,1.1,0,1.1,0.8,2.8,0.15,0.09,0.24,0.15,0.24
2559,Simone Verdi,"MF,FW",30.0,12.2,1.8,4,-2.2,2.1,0,2.1,-0.1,3.9,0.21,0.18,0.39,0.15,0.32
2560,Diego Coppola,DF,19.0,13.1,0.3,0,0.3,0.0,0,0.0,0.3,0.3,0.03,0.0,0.03,0.03,0.03
2561,Ondrej Duda,MF,28.0,11.8,0.8,0,0.8,0.3,0,0.3,1.1,1.1,0.07,0.03,0.1,0.07,0.1
2562,Koray Günter,DF,28.0,11.1,0.9,1,-0.1,0.9,0,0.9,0.8,1.9,0.08,0.08,0.17,0.08,0.17
2563,Ivan Ilić,MF,22.0,9.5,0.4,0,0.4,1.0,1,0.0,0.4,1.4,0.04,0.1,0.14,0.04,0.14
2564,Cyril Ngonge,"MF,FW",23.0,8.3,2.0,3,-1.0,0.6,1,-0.4,-1.4,2.5,0.24,0.07,0.31,0.24,0.31
2565,Yayah Kallon,"MF,FW",21.0,9.6,1.7,1,0.7,1.5,1,0.5,1.2,3.2,0.17,0.16,0.33,0.17,0.33
2566,Adolfo Gaich,FW,24.0,8.1,2.5,2,0.5,0.4,0,0.4,0.9,2.9,0.31,0.05,0.36,0.31,0.36
2567,Filippo Terracciano,"DF,MF",20.0,9.1,0.2,0,0.2,1.2,1,0.2,0.4,1.4,0.02,0.14,0.16,0.02,0.16
2568,Ibrahim Sulemana,MF,20.0,7.2,0.3,0,0.3,0.2,0,0.2,0.5,0.6,0.05,0.03,0.08,0.05,0.08
2569,Oliver Abildgaard,MF,26.0,6.6,0.1,0,0.1,0.4,0,0.4,0.5,0.6,0.02,0.07,0.09,0.02,0.09
2570,Martin Hongla,MF,25.0,5.8,0.2,0,0.2,0.3,0,0.3,0.5,0.5,0.03,0.05,0.08,0.03,0.08
2571,Juan Cabal,DF,22.0,4.9,0.0,0,0.0,0.3,0,0.3,0.3,0.3,0.0,0.06,0.06,0.0,0.06
2572,Ajdin Hrustic,MF,26.0,2.5,0.3,0,0.3,0.6,0,0.6,0.9,0.9,0.13,0.24,0.37,0.13,0.37
2573,Jayden Braaf,"MF,FW",20.0,3.2,0.8,0,0.8,0.1,0,0.1,0.9,0.9,0.24,0.05,0.28,0.24,0.28
2574,Roberto Piccoli,FW,22.0,2.1,0.4,0,0.4,0.2,0,0.2,0.6,0.6,0.19,0.08,0.27,0.19,0.27
2575,Panagiotis Retsos,DF,24.0,1.4,0.1,0,0.1,0.0,0,0.0,0.1,0.1,0.05,0.02,0.06,0.05,0.06
2576,Simone Perilli,GK,28.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2577,Bruno Amione,DF,21.0,0.6,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2578,Antonín Barák,MF,28.0,0.3,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2579,Deyovaisio Zeefuik,DF,25.0,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2580,Alessandro Cortinovis,MF,22.0,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2581,Robin Koch,DF,26.0,35.3,1.5,0,1.5,0.4,0,0.4,1.9,1.9,0.04,0.01,0.06,0.04,0.06
2582,Illan Meslier,GK,22.0,34.0,0.1,0,0.1,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
2583,Jack Harrison,"FW,MF",25.0,30.1,4.7,5,-0.3,5.1,7,-1.9,-2.2,9.8,0.16,0.17,0.33,0.16,0.33
2584,Marc Roca,MF,25.0,25.7,2.1,1,1.1,2.9,2,0.9,2.0,5.0,0.08,0.11,0.19,0.08,0.19
2585,Brenden Aaronson,"MF,FW",21.0,26.4,3.9,1,2.9,4.2,3,1.2,4.1,8.1,0.15,0.16,0.31,0.15,0.31
2586,Pascal Struijk,DF,22.0,24.4,1.4,2,-0.6,2.4,1,1.4,0.8,3.7,0.06,0.1,0.15,0.06,0.15
2587,Tyler Adams,MF,23.0,24.0,0.1,0,0.1,1.4,0,1.4,1.5,1.5,0.0,0.06,0.06,0.0,0.06
2588,Rodrigo,"FW,MF",31.0,21.5,7.3,12,-4.7,1.8,1,0.8,-3.9,9.1,0.38,0.08,0.46,0.34,0.42
2589,Luke Ayling,DF,30.0,22.8,3.2,2,1.2,2.0,1,1.0,2.2,5.2,0.14,0.09,0.23,0.14,0.23
2590,Rasmus Nissen,DF,25.0,21.8,0.8,3,-2.2,1.0,1,0.0,-2.2,1.9,0.04,0.05,0.09,0.04,0.09
2591,Patrick Bamford,FW,28.0,16.8,7.0,4,3.0,1.0,2,-1.0,2.0,8.0,0.51,0.06,0.57,0.42,0.47
2592,Weston McKennie,MF,23.0,16.0,0.8,0,0.8,0.7,1,-0.3,0.5,1.4,0.05,0.04,0.09,0.05,0.09
2593,Liam Cooper,DF,30.0,15.8,1.0,1,0.0,0.7,0,0.7,0.7,1.7,0.06,0.05,0.11,0.06,0.11
2594,Junior Firpo,DF,25.0,15.2,0.1,1,-0.9,0.8,1,-0.2,-1.1,0.9,0.01,0.05,0.06,0.01,0.06
2595,Degnand Gnonto,"FW,MF",18.0,15.0,1.8,2,-0.2,2.2,4,-1.8,-2.0,4.0,0.12,0.15,0.27,0.12,0.27
2596,Maximilian Wöber,DF,24.0,14.1,0.7,0,0.7,0.6,0,0.6,1.3,1.4,0.05,0.05,0.1,0.05,0.1
2597,Luis Sinisterra,FW,23.0,9.6,3.7,5,-1.3,0.4,0,0.4,-0.9,4.2,0.39,0.04,0.43,0.39,0.43
2598,Crysencio Summerville,FW,20.0,15.8,2.9,4,-1.1,1.6,2,-0.4,-1.5,4.5,0.18,0.1,0.28,0.18,0.28
2599,Diego Llorente,DF,28.0,7.2,0.7,0,0.7,0.0,0,0.0,0.7,0.7,0.1,0.0,0.1,0.1,0.1
2600,Adam Forshaw,MF,30.0,5.3,0.0,0,0.0,0.9,0,0.9,0.9,0.9,0.01,0.17,0.18,0.01,0.18
2601,Joel Robles,GK,32.0,4.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2602,Sam Greenwood,"MF,FW",20.0,4.7,0.7,1,-0.3,1.1,2,-0.9,-1.2,1.8,0.15,0.24,0.39,0.15,0.39
2603,Daniel James,FW,24.0,2.2,0.3,0,0.3,0.3,0,0.3,0.6,0.6,0.12,0.15,0.27,0.12,0.27
2604,Georginio Rutter,"FW,MF",20.0,3.0,0.4,0,0.4,0.3,1,-0.7,-0.3,0.7,0.13,0.1,0.22,0.13,0.22
2605,Joe Gelhardt,FW,20.0,2.4,0.8,0,0.8,0.5,2,-1.5,-0.7,1.3,0.36,0.2,0.55,0.36,0.55
2606,Cody Drameh,DF,20.0,0.8,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2607,Mateusz Klich,"MF,FW",32.0,3.1,0.2,0,0.2,0.2,0,0.2,0.4,0.4,0.05,0.06,0.12,0.05,0.12
2608,Mateo Joseph,"FW,MF",18.0,0.3,0.1,0,0.1,0.0,0,0.0,0.1,0.1,0.4,0.0,0.4,0.4,0.4
2609,Darko Gyabi,FW,18.0,0.1,0.1,0,0.1,0.0,0,0.0,0.1,0.1,0.72,0.0,0.72,0.72,0.72
2610,Mehdi Bourabia,MF,31.0,30.8,2.1,1,1.1,4.4,3,1.4,2.5,6.5,0.07,0.14,0.21,0.07,0.21
2611,Emmanuel Gyasi,"FW,DF",29.0,31.2,4.0,2,2.0,1.9,0,1.9,3.9,5.9,0.13,0.06,0.19,0.13,0.19
2612,Dimitris Nikolaou,DF,24.0,32.9,0.8,1,-0.2,0.9,0,0.9,0.7,1.7,0.03,0.03,0.05,0.03,0.05
2613,Bartłomiej Drągowski,GK,25.0,32.7,0.0,0,0.0,0.1,1,-0.9,-0.9,0.1,0.0,0.0,0.0,0.0,0.0
2614,Ethan Ampadu,"DF,MF",22.0,29.3,1.1,0,1.1,1.1,1,0.1,1.2,2.2,0.04,0.04,0.07,0.04,0.07
2615,M'Bala Nzola,FW,26.0,29.5,8.6,10,-1.4,2.5,2,0.5,-0.9,11.1,0.37,0.09,0.46,0.29,0.38
2616,Kelvin Amian,DF,25.0,26.3,2.7,0,2.7,2.3,1,1.3,4.0,5.0,0.1,0.09,0.19,0.1,0.19
2617,Arkadiusz Reca,DF,27.0,24.1,1.0,1,0.0,2.2,1,1.2,1.2,3.2,0.04,0.09,0.13,0.04,0.13
2618,Kevin Agudelo,"MF,FW",24.0,23.7,1.5,0,1.5,3.0,1,2.0,3.5,4.5,0.06,0.13,0.19,0.06,0.19
2619,Albin Ekdal,MF,33.0,19.3,2.9,0,2.9,1.6,2,-0.4,2.5,4.4,0.15,0.08,0.23,0.15,0.23
2620,Jakub Kiwior,DF,23.0,16.0,0.6,0,0.6,0.2,0,0.2,0.8,0.8,0.04,0.01,0.05,0.04,0.05
2621,Emil Holm,DF,23.0,15.5,1.2,1,0.2,1.3,1,0.3,0.5,2.5,0.08,0.08,0.16,0.08,0.16
2622,Simone Bastoni,"MF,DF",26.0,13.2,1.1,2,-0.9,1.7,4,-2.3,-3.2,2.8,0.08,0.13,0.21,0.08,0.21
2623,Mattia Caldara,DF,29.0,13.9,0.8,0,0.8,0.0,0,0.0,0.8,0.8,0.06,0.0,0.06,0.06,0.06
2624,Przemysław Wiśniewski,DF,24.0,11.1,1.2,1,0.2,0.7,0,0.7,0.9,1.9,0.11,0.06,0.17,0.11,0.17
2625,Daniele Verde,"FW,MF",26.0,11.1,2.1,2,0.1,1.3,0,1.3,1.4,3.4,0.26,0.12,0.38,0.19,0.31
2626,Salvatore Esposito,MF,22.0,10.8,0.7,1,-0.3,1.5,0,1.5,1.2,2.2,0.06,0.14,0.21,0.06,0.21
2627,Eldor Shomurodov,FW,27.0,9.0,2.8,1,1.8,1.4,1,0.4,2.2,4.2,0.31,0.15,0.46,0.31,0.46
2628,Viktor Kovalenko,MF,27.0,6.1,1.6,0,1.6,0.6,0,0.6,2.2,2.2,0.26,0.09,0.36,0.26,0.36
2629,Daniel Maldini,"FW,MF",21.0,7.0,1.2,2,-0.8,0.5,0,0.5,-0.3,1.7,0.17,0.07,0.24,0.17,0.24
2630,Petko Hristov,DF,24.0,4.1,0.1,0,0.1,0.0,0,0.0,0.1,0.1,0.02,0.0,0.02,0.02,0.02
2631,Jeroen Zoet,GK,32.0,3.7,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2632,Szymon Żurkowski,MF,25.0,4.7,0.6,0,0.6,0.0,0,0.0,0.6,0.6,0.12,0.0,0.12,0.12,0.12
2633,Mikael Ellertsson,"MF,DF",21.0,1.9,0.1,0,0.1,0.0,0,0.0,0.1,0.2,0.07,0.01,0.08,0.07,0.08
2634,Dávid Strelec,FW,22.0,1.9,0.5,0,0.5,0.1,0,0.1,0.6,0.6,0.28,0.05,0.33,0.28,0.33
2635,Jacopo Sala,MF,31.0,1.2,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
2636,Tio Cipot,"FW,DF",20.0,1.5,0.0,0,0.0,0.1,0,0.1,0.1,0.2,0.02,0.08,0.11,0.02,0.11
2637,Salvador Ferrer,DF,25.0,1.5,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
2638,Petar Zovko,GK,21.0,0.8,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2639,Federico Marchetti,GK,40.0,0.7,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2640,João Moutinho,"DF,FW",25.0,0.6,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05
2641,Raimonds Krollis,"FW,DF",21.0,0.4,0.1,0,0.1,0.0,0,0.0,0.1,0.1,0.24,0.06,0.31,0.24,0.31
2642,Leandro Sanca,"FW,MF",23.0,0.4,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2643,Julius Beck,MF,18.0,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2644,Emanuele Valeri,DF,24.0,30.9,2.2,2,0.2,4.6,3,1.6,1.8,6.8,0.07,0.15,0.22,0.07,0.22
2645,Charles Pickel,MF,26.0,27.6,1.6,1,0.6,1.2,0,1.2,1.8,2.8,0.06,0.04,0.1,0.06,0.1
2646,Soualiho Meïté,MF,29.0,26.3,0.5,0,0.5,0.7,2,-1.3,-0.8,1.2,0.02,0.03,0.04,0.02,0.04
2647,Marco Carnesecchi,GK,22.0,27.0,0.0,0,0.0,0.2,1,-0.8,-0.8,0.2,0.0,0.01,0.01,0.0,0.01
2648,Leonardo Sernicola,DF,25.0,25.7,1.3,2,-0.7,2.3,2,0.3,-0.4,3.7,0.05,0.09,0.14,0.05,0.14
2649,David Okereke,"FW,MF",25.0,25.2,5.2,6,-0.8,1.1,0,1.1,0.3,6.3,0.24,0.04,0.28,0.2,0.25
2650,Matteo Bianchetti,DF,30.0,23.7,0.8,1,-0.2,0.5,0,0.5,0.3,1.2,0.03,0.02,0.05,0.03,0.05
2651,Luka Lochoshvili,DF,25.0,20.4,0.6,1,-0.4,1.1,2,-0.9,-1.3,1.7,0.03,0.05,0.08,0.03,0.08
